base_name_en;rank;condition_en;item_en;stack;percentage
Lavasioth;MR;Cortabolsas;Córtex de Lavasioth;1;34.0
Lavasioth;MR;Cortabolsas;Colmillo duro de Lavasioth;1;22.0
Lavasioth;MR;Cortabolsas;Gran gema de wyvern;1;2.0
Lavasioth;MR;Manto de bandido ;Escama lustrosa;1;70.0
Lavasioth;MR;Manto de bandido ;Escama reluciente;1;30.0
Lavasioth;MR;Investigación (Bronce);Córtex de Lavasioth;1;27.0
Lavasioth;MR;Investigación (Bronce);Esquirla de Lavasioth;1;24.0
Lavasioth;MR;Investigación (Bronce);Vesícula explosiva;1;22.0
Lavasioth;MR;Investigación (Bronce);Colmillo duro de Lavasioth;1;15.0
Lavasioth;MR;Investigación (Bronce);Gran aleta de Lavasioth;1;9.0
Lavasioth;MR;Investigación (Bronce);Gran gema de wyvern;1;3.0
Lavasioth;MR;Investigación (Plata);Colmillo duro de Lavasioth;1;30.0
Lavasioth;MR;Investigación (Plata);Gran aleta de Lavasioth;1;21.0
Lavasioth;MR;Investigación (Plata);Córtex de Lavasioth;2;14.0
Lavasioth;MR;Investigación (Plata);Vesícula explosiva;2;12.0
Lavasioth;MR;Investigación (Plata);Gran gema de wyvern;1;12.0
Lavasioth;MR;Investigación (Plata);Esquirla de Lavasioth;2;11.0
Lavasioth;MR;Investigación (Oro);Colmillo duro de Lavasioth;1;25.0
Lavasioth;MR;Investigación (Oro);Gran aleta de Lavasioth;1;25.0
Lavasioth;MR;Investigación (Oro);Gran gema de wyvern;1;20.0
Lavasioth;MR;Investigación (Oro);Córtex de Lavasioth;3;12.0
Lavasioth;MR;Investigación (Oro);Vesícula explosiva;3;10.0
Lavasioth;MR;Investigación (Oro);Esquirla de Lavasioth;3;8.0
Lavasioth;MR;Investigación (Morado);Joya tallada;1;60.0
Lavasioth;MR;Investigación (Morado);Joya ancestral;1;30.0
Lavasioth;MR;Investigación (Morado);Joya sellada;1;10.0
Lavasioth;MR;Tierras del destino (Bajo);Hueso de dracovena pesado;1;63.0
Lavasioth;MR;Tierras del destino (Bajo);Aleta de magma incandescente;1;37.0
Lavasioth;MR;Tierras del destino (Medio);Aleta de magma incandescente;1;63.0
Lavasioth;MR;Tierras del destino (Medio);Hueso de dracovena pesado;1;37.0
Lavasioth;MR;Tierras del destino (Alto);Aleta de magma incandescente;1;100.0
Lavasioth;MR;Tierras del destino (Curtido);Aleta de magma curtida;1;61.0
Lavasioth;MR;Tierras del destino (Curtido);Hueso sólido vena espiritual;1;30.0
Lavasioth;MR;Tierras del destino (Curtido);Gema de vena espiritual;1;9.0
Uragaan;HR;Quitar;Escama de Uragaan+;1;100.0
Uragaan;HR;Cotado / Captura;Escama de Uragaan+;1;37.0
Uragaan;HR;Cotado / Captura;Coraza de Uragaan;1;25.0
Uragaan;HR;Cotado / Captura;Peto de Uragaan;1;21.0
Uragaan;HR;Cotado / Captura;Tuétano de Uragaan;1;15.0
Uragaan;HR;Cotado / Captura;Rubí de Uragaan;1;2.0
Uragaan;HR;Romper: Mandíbula;Mandíbula de Uragaan;1;72.0
Uragaan;HR;Romper: Mandíbula;Piedra de lava;1;27.0
Uragaan;HR;Romper: Mandíbula;Rubí de Uragaan;1;1.0
Uragaan;HR;Romper: Espalda;Peto de Uragaan;1;70.0
Uragaan;HR;Romper: Espalda;Tuétano de Uragaan;1;30.0
Uragaan;HR;Romper: Cola;Escama de Uragaan+;2;70.0
Uragaan;HR;Romper: Cola;Peto de Uragaan;1;30.0
Uragaan;HR;Destello brillante;Pepita de lava;1;50.0
Uragaan;HR;Destello brillante;Escama de Uragaan+;1;28.0
Uragaan;HR;Destello brillante;Lágrima de wyvern G;1;22.0
Uragaan;HR;Cortado: cola;Peto de Uragaan;1;72.0
Uragaan;HR;Cortado: cola;Tuétano de Uragaan;1;25.0
Uragaan;HR;Cortado: cola;Rubí de Uragaan;1;3.0
Uragaan;HR;Picar Espalda;Pepita de lava;1;60.0
Uragaan;HR;Picar Espalda;Carbalita;1;27.0
Uragaan;HR;Picar Espalda;Piedra de lava;1;13.0
Uragaan;HR;Camarada;Pepita de lava;1;50.0
Uragaan;HR;Camarada;Escama de Uragaan+;1;28.0
Uragaan;HR;Camarada;Lágrima de wyvern G;1;22.0
Uragaan;HR;Cortabolsas;Escama de Uragaan+;1;42.0
Uragaan;HR;Cortabolsas;Coraza de Uragaan;1;34.0
Uragaan;HR;Cortabolsas;Pepita de lava;1;23.0
Uragaan;HR;Cortabolsas;Rubí de Uragaan;1;1.0
Uragaan;HR;Manto de bandido ;Escama lustrosa;1;100.0
Uragaan;HR;Investigación (Bronce);Coraza de Uragaan;1;26.0
Uragaan;HR;Investigación (Bronce);Escama de Uragaan+;1;21.0
Uragaan;HR;Investigación (Bronce);Vesícula infernal;1;18.0
Uragaan;HR;Investigación (Bronce);Peto de Uragaan;1;12.0
Uragaan;HR;Investigación (Bronce);Hueso escudo;1;10.0
Uragaan;HR;Investigación (Bronce);Tuétano de Uragaan;1;8.0
Uragaan;HR;Investigación (Bronce);Piedra de lava;1;5.0
Uragaan;HR;Investigación (Plata);Peto de Uragaan;1;26.0
Uragaan;HR;Investigación (Plata);Tuétano de Uragaan;1;19.0
Uragaan;HR;Investigación (Plata);Pepita de lava;2;14.0
Uragaan;HR;Investigación (Plata);Piedra de lava;1;13.0
Uragaan;HR;Investigación (Plata);Coraza de Uragaan;2;12.0
Uragaan;HR;Investigación (Plata);Escama de Uragaan+;2;10.0
Uragaan;HR;Investigación (Plata);Rubí de Uragaan;1;6.0
Uragaan;HR;Investigación (Oro);Peto de Uragaan;1;24.0
Uragaan;HR;Investigación (Oro);Tuétano de Uragaan;1;21.0
Uragaan;HR;Investigación (Oro);Piedra de lava;1;16.0
Uragaan;HR;Investigación (Oro);Rubí de Uragaan;1;13.0
Uragaan;HR;Investigación (Oro);Coraza de Uragaan;3;10.0
Uragaan;HR;Investigación (Oro);Escama de Uragaan+;3;8.0
Uragaan;HR;Investigación (Oro);Pepita de lava;3;8.0
Uragaan;HR;Investigación (Morado);Joya gastada;1;35.0
Uragaan;HR;Investigación (Morado);Joya brillante;1;34.0
Uragaan;HR;Investigación (Morado);Joya deforme;1;26.0
Uragaan;HR;Investigación (Morado);Draconita sucia;1;3.0
Uragaan;HR;Investigación (Morado);Draconita brillante;1;2.0
Uragaan;MR;Quitar;Esquirla de Uragaan;1;100.0
Uragaan;MR;Cotado / Captura;Esquirla de Uragaan;1;36.0
Uragaan;MR;Cotado / Captura;Córtex de Uragaan;1;24.0
Uragaan;MR;Cotado / Captura;Peto de Uragaan+;1;20.0
Uragaan;MR;Cotado / Captura;Tuétano de Uragaan;1;13.0
Uragaan;MR;Cotado / Captura;Rubí de Uragaan;1;5.0
Uragaan;MR;Cotado / Captura;Palio de Uragaan;1;2.0
Uragaan;MR;Romper: Mandíbula;Mandíbula de Uragaan+;1;72.0
Uragaan;MR;Romper: Mandíbula;Córtex de Uragaan;1;27.0
Uragaan;MR;Romper: Mandíbula;Palio de Uragaan;1;1.0
Uragaan;MR;Romper: Espalda;Peto de Uragaan+;1;70.0
Uragaan;MR;Romper: Espalda;Tuétano de Uragaan;2;30.0
Uragaan;MR;Romper: Cola;Esquirla de Uragaan;2;70.0
Uragaan;MR;Romper: Cola;Peto de Uragaan+;1;30.0
Uragaan;MR;Destello brillante;Pepita de lava;2;50.0
Uragaan;MR;Destello brillante;Esquirla de Uragaan;1;28.0
Uragaan;MR;Destello brillante;Lágrima de wyvern G;1;22.0
Uragaan;MR;Cortado: cola;Peto de Uragaan+;1;60.0
Uragaan;MR;Cortado: cola;Córtex de Uragaan;1;30.0
Uragaan;MR;Cortado: cola;Rubí de Uragaan;1;7.0
Uragaan;MR;Cortado: cola;Palio de Uragaan;1;3.0
Uragaan;MR;Camarada;Pepita de lava;1;50.0
Uragaan;MR;Camarada;Esquirla de Uragaan;1;28.0
Uragaan;MR;Camarada;Lágrima de wyvern G;1;22.0
Uragaan;MR;Cortabolsas;Esquirla de Uragaan;1;42.0
Uragaan;MR;Cortabolsas;Córtex de Uragaan;1;34.0
Uragaan;MR;Cortabolsas;Pepita de lava;1;23.0
Uragaan;MR;Cortabolsas;Palio de Uragaan;1;1.0
Uragaan;MR;Manto de bandido ;Escama lustrosa;1;70.0
Uragaan;MR;Manto de bandido ;Escama reluciente;1;30.0
Uragaan;MR;Investigación (Bronce);Córtex de Uragaan;1;30.0
Uragaan;MR;Investigación (Bronce);Esquirla de Uragaan;1;23.0
Uragaan;MR;Investigación (Bronce);Vesícula explosiva;1;21.0
Uragaan;MR;Investigación (Bronce);Peto de Uragaan+;1;15.0
Uragaan;MR;Investigación (Bronce);Tuétano de Uragaan;2;8.0
Uragaan;MR;Investigación (Bronce);Rubí de Uragaan;1;3.0
Uragaan;MR;Investigación (Plata);Peto de Uragaan+;1;26.0
Uragaan;MR;Investigación (Plata);Córtex de Uragaan;2;15.0
Uragaan;MR;Investigación (Plata);Pepita de lava;3;14.0
Uragaan;MR;Investigación (Plata);Vesícula explosiva;2;13.0
Uragaan;MR;Investigación (Plata);Esquirla de Uragaan;2;12.0
Uragaan;MR;Investigación (Plata);Palio de Uragaan;1;10.0
Uragaan;MR;Investigación (Plata);Rubí de Uragaan;1;10.0
Uragaan;MR;Investigación (Oro);Peto de Uragaan+;1;24.0
Uragaan;MR;Investigación (Oro);Palio de Uragaan;1;18.0
Uragaan;MR;Investigación (Oro);Vesícula explosiva;3;16.0
Uragaan;MR;Investigación (Oro);Córtex de Uragaan;3;13.0
Uragaan;MR;Investigación (Oro);Esquirla de Uragaan;3;11.0
Uragaan;MR;Investigación (Oro);Rubí de Uragaan;1;10.0
Uragaan;MR;Investigación (Oro);Pepita de lava;4;8.0
Uragaan;MR;Investigación (Morado);Joya tallada;1;60.0
Uragaan;MR;Investigación (Morado);Joya ancestral;1;30.0
Uragaan;MR;Investigación (Morado);Joya sellada;1;10.0
Uragaan;MR;Tierras del destino (Bajo);Hueso de dracovena pesado;1;63.0
Uragaan;MR;Tierras del destino (Bajo);Peto metálico;1;37.0
Uragaan;MR;Tierras del destino (Medio);Peto metálico;1;63.0
Uragaan;MR;Tierras del destino (Medio);Hueso de dracovena pesado;1;37.0
Uragaan;MR;Tierras del destino (Alto);Peto metálico;1;100.0
Uragaan;MR;Tierras del destino (Curtido);Peto curtido;1;61.0
Uragaan;MR;Tierras del destino (Curtido);Hueso sólido vena espiritual;1;30.0
Uragaan;MR;Tierras del destino (Curtido);Gema de vena espiritual;1;9.0
Rathalos Celeste;HR;Quitar;Escama de Rathalos Celeste+;1;100.0
Rathalos Celeste;HR;Cotado / Captura;Escama de Rathalos Celeste+;1;33.0
Rathalos Celeste;HR;Cotado / Captura;Coraza de Rathalos Celeste;1;24.0
Rathalos Celeste;HR;Cotado / Captura;Ala de Rathalos Celeste;1;20.0
Rathalos Celeste;HR;Cotado / Captura;Médula de Rathalos;1;14.0
Rathalos Celeste;HR;Cotado / Captura;Placa de Rathalos;1;7.0
Rathalos Celeste;HR;Cotado / Captura;Rubí de Rathalos;1;2.0
Rathalos Celeste;HR;Romper: Cabeza;Escama de Rathalos Celeste+;1;65.0
Rathalos Celeste;HR;Romper: Cabeza;Coraza de Rathalos Celeste;1;30.0
Rathalos Celeste;HR;Romper: Cabeza;Placa de Rathalos;1;4.0
Rathalos Celeste;HR;Romper: Cabeza;Rubí de Rathalos;1;1.0
Rathalos Celeste;HR;Romper: Alas;Ala de Rathalos Celeste;1;65.0
Rathalos Celeste;HR;Romper: Alas;Garra de Rath;2;35.0
Rathalos Celeste;HR;Romper: Espalda;Coraza de Rathalos Celeste;1;69.0
Rathalos Celeste;HR;Romper: Espalda;Médula de Rathalos;1;30.0
Rathalos Celeste;HR;Romper: Espalda;Rubí de Rathalos;1;1.0
Rathalos Celeste;HR;Destello brillante;Escama de Rathalos Celeste+;1;50.0
Rathalos Celeste;HR;Destello brillante;Coraza de Rathalos Celeste;1;28.0
Rathalos Celeste;HR;Destello brillante;Lágrima de wyvern G;1;22.0
Rathalos Celeste;HR;Cortado: cola;Cola de Rathalos Celeste;1;65.0
Rathalos Celeste;HR;Cortado: cola;Escama de Rathalos Celeste+;1;20.0
Rathalos Celeste;HR;Cortado: cola;Médula de Rathalos;1;7.0
Rathalos Celeste;HR;Cortado: cola;Placa de Rathalos;1;5.0
Rathalos Celeste;HR;Cortado: cola;Rubí de Rathalos;1;3.0
Rathalos Celeste;HR;Camarada;Escama de Rathalos Celeste+;1;50.0
Rathalos Celeste;HR;Camarada;Coraza de Rathalos Celeste;1;28.0
Rathalos Celeste;HR;Camarada;Lágrima de wyvern G;1;22.0
Rathalos Celeste;HR;Cortabolsas;Coraza de Rathalos Celeste;1;42.0
Rathalos Celeste;HR;Cortabolsas;Escama de Rathalos Celeste+;1;31.0
Rathalos Celeste;HR;Cortabolsas;Ala de Rathalos Celeste;1;26.0
Rathalos Celeste;HR;Cortabolsas;Rubí de Rathalos;1;1.0
Rathalos Celeste;HR;Manto de bandido ;Escama lustrosa;1;100.0
Rathalos Celeste;HR;Investigación (Bronce);Coraza de Rathalos Celeste;1;27.0
Rathalos Celeste;HR;Investigación (Bronce);Escama de Rathalos Celeste+;1;21.0
Rathalos Celeste;HR;Investigación (Bronce);Vesícula infernal;1;18.0
Rathalos Celeste;HR;Investigación (Bronce);Ala de Rathalos Celeste;1;12.0
Rathalos Celeste;HR;Investigación (Bronce);Hueso escudo;2;10.0
Rathalos Celeste;HR;Investigación (Bronce);Cola de Rathalos Celeste;1;9.0
Rathalos Celeste;HR;Investigación (Bronce);Placa de Rathalos;1;3.0
Rathalos Celeste;HR;Investigación (Plata);Ala de Rathalos Celeste;1;20.0
Rathalos Celeste;HR;Investigación (Plata);Cola de Rathalos Celeste;1;20.0
Rathalos Celeste;HR;Investigación (Plata);Coraza de Rathalos Celeste;2;14.0
Rathalos Celeste;HR;Investigación (Plata);Vesícula infernal;2;14.0
Rathalos Celeste;HR;Investigación (Plata);Médula de Rathalos;1;13.0
Rathalos Celeste;HR;Investigación (Plata);Escama de Rathalos Celeste+;2;12.0
Rathalos Celeste;HR;Investigación (Plata);Rubí de Rathalos;1;7.0
Rathalos Celeste;HR;Investigación (Oro);Ala de Rathalos Celeste;1;20.0
Rathalos Celeste;HR;Investigación (Oro);Cola de Rathalos Celeste;1;20.0
Rathalos Celeste;HR;Investigación (Oro);Médula de Rathalos;1;14.0
Rathalos Celeste;HR;Investigación (Oro);Rubí de Rathalos;1;14.0
Rathalos Celeste;HR;Investigación (Oro);Vesícula infernal;3;12.0
Rathalos Celeste;HR;Investigación (Oro);Coraza de Rathalos Celeste;3;10.0
Rathalos Celeste;HR;Investigación (Oro);Escama de Rathalos Celeste+;3;10.0
Rathalos Celeste;HR;Investigación (Morado);Joya gastada;1;35.0
Rathalos Celeste;HR;Investigación (Morado);Joya brillante;1;34.0
Rathalos Celeste;HR;Investigación (Morado);Joya deforme;1;26.0
Rathalos Celeste;HR;Investigación (Morado);Draconita sucia;1;3.0
Rathalos Celeste;HR;Investigación (Morado);Draconita brillante;1;2.0
Rathalos Celeste;MR;Quitar;Esquirla de Rathalos Celeste;1;100.0
Rathalos Celeste;MR;Cotado / Captura;Esquirla de Rathalos Celeste;1;33.0
Rathalos Celeste;MR;Cotado / Captura;Córtex de Rathalos Celeste;1;24.0
Rathalos Celeste;MR;Cotado / Captura;Aladura de Rathalos Celeste;1;20.0
Rathalos Celeste;MR;Cotado / Captura;Médula de Rathalos;1;14.0
Rathalos Celeste;MR;Cotado / Captura;Rubí de Rathalos;1;7.0
Rathalos Celeste;MR;Cotado / Captura;Manto de Rathalos;1;2.0
Rathalos Celeste;MR;Romper: Cabeza;Córtex de Rathalos Celeste;1;65.0
Rathalos Celeste;MR;Romper: Cabeza;Esquirla de Rathalos Celeste;1;27.0
Rathalos Celeste;MR;Romper: Cabeza;Rubí de Rathalos;1;5.0
Rathalos Celeste;MR;Romper: Cabeza;Manto de Rathalos;1;3.0
Rathalos Celeste;MR;Romper: Alas;Aladura de Rathalos Celeste;1;65.0
Rathalos Celeste;MR;Romper: Alas;Garra de Rath+;2;35.0
Rathalos Celeste;MR;Romper: Espalda;Córtex de Rathalos Celeste;1;68.0
Rathalos Celeste;MR;Romper: Espalda;Médula de Rathalos;2;30.0
Rathalos Celeste;MR;Romper: Espalda;Manto de Rathalos;1;2.0
Rathalos Celeste;MR;Destello brillante;Esquirla de Rathalos Celeste;1;50.0
Rathalos Celeste;MR;Destello brillante;Córtex de Rathalos Celeste;1;28.0
Rathalos Celeste;MR;Destello brillante;Lágrima de wyvern G;1;22.0
Rathalos Celeste;MR;Cortado: cola;Látigo de Rathalos Celeste;1;65.0
Rathalos Celeste;MR;Cortado: cola;Esquirla de Rathalos Celeste;1;20.0
Rathalos Celeste;MR;Cortado: cola;Médula de Rathalos;1;7.0
Rathalos Celeste;MR;Cortado: cola;Rubí de Rathalos;1;5.0
Rathalos Celeste;MR;Cortado: cola;Manto de Rathalos;1;3.0
Rathalos Celeste;MR;Camarada;Esquirla de Rathalos Celeste;1;50.0
Rathalos Celeste;MR;Camarada;Córtex de Rathalos Celeste;1;28.0
Rathalos Celeste;MR;Camarada;Lágrima de wyvern G;1;22.0
Rathalos Celeste;MR;Cortabolsas;Córtex de Rathalos Celeste;1;42.0
Rathalos Celeste;MR;Cortabolsas;Esquirla de Rathalos Celeste;1;31.0
Rathalos Celeste;MR;Cortabolsas;Aladura de Rathalos Celeste;1;26.0
Rathalos Celeste;MR;Cortabolsas;Manto de Rathalos;1;1.0
Rathalos Celeste;MR;Manto de bandido ;Escama reluciente;1;70.0
Rathalos Celeste;MR;Manto de bandido ;Escama gigante;1;30.0
Rathalos Celeste;MR;Investigación (Bronce);Córtex de Rathalos Celeste;1;27.0
Rathalos Celeste;MR;Investigación (Bronce);Esquirla de Rathalos Celeste;1;21.0
Rathalos Celeste;MR;Investigación (Bronce);Vesícula explosiva;1;18.0
Rathalos Celeste;MR;Investigación (Bronce);Aladura de Rathalos Celeste;1;12.0
Rathalos Celeste;MR;Investigación (Bronce);Garra de Rath+;2;10.0
Rathalos Celeste;MR;Investigación (Bronce);Látigo de Rathalos Celeste;1;9.0
Rathalos Celeste;MR;Investigación (Bronce);Rubí de Rathalos;1;3.0
Rathalos Celeste;MR;Investigación (Plata);Córtex de Rathalos Celeste;2;22.0
Rathalos Celeste;MR;Investigación (Plata);Látigo de Rathalos Celeste;1;21.0
Rathalos Celeste;MR;Investigación (Plata);Esquirla de Rathalos Celeste;2;20.0
Rathalos Celeste;MR;Investigación (Plata);Aladura de Rathalos Celeste;1;17.0
Rathalos Celeste;MR;Investigación (Plata);Rubí de Rathalos;1;10.0
Rathalos Celeste;MR;Investigación (Plata);Manto de Rathalos;1;10.0
Rathalos Celeste;MR;Investigación (Oro);Látigo de Rathalos Celeste;1;24.0
Rathalos Celeste;MR;Investigación (Oro);Aladura de Rathalos Celeste;1;19.0
Rathalos Celeste;MR;Investigación (Oro);Manto de Rathalos;1;18.0
Rathalos Celeste;MR;Investigación (Oro);Córtex de Rathalos Celeste;3;16.0
Rathalos Celeste;MR;Investigación (Oro);Esquirla de Rathalos Celeste;3;13.0
Rathalos Celeste;MR;Investigación (Oro);Rubí de Rathalos;1;10.0
Rathalos Celeste;MR;Investigación (Morado);Joya tallada;1;60.0
Rathalos Celeste;MR;Investigación (Morado);Joya ancestral;1;30.0
Rathalos Celeste;MR;Investigación (Morado);Joya sellada;1;10.0
Rathalos Celeste;MR;Tierras del destino (Bajo);Hueso sólido de dracovena;1;63.0
Rathalos Celeste;MR;Tierras del destino (Bajo);Escama celeste;1;37.0
Rathalos Celeste;MR;Tierras del destino (Medio);Escama celeste;1;63.0
Rathalos Celeste;MR;Tierras del destino (Medio);Hueso sólido de dracovena;1;37.0
Rathalos Celeste;MR;Tierras del destino (Alto);Escama celeste;1;100.0
Rathalos Celeste;MR;Tierras del destino (Curtido);Escama celeste curtida;1;59.0
Rathalos Celeste;MR;Tierras del destino (Curtido);Hueso sólido vena espiritual;1;28.0
Rathalos Celeste;MR;Tierras del destino (Curtido);Gema de vena espiritual;1;13.0
Diablos Negra;HR;Quitar;Coraza de Diablos Negra;1;100.0
Diablos Negra;HR;Cotado / Captura;Coraza de Diablos Negra;1;31.0
Diablos Negra;HR;Cotado / Captura;Cresta de Diablos Negra+;1;24.0
Diablos Negra;HR;Cotado / Captura;Médula de Blos;1;16.0
Diablos Negra;HR;Cotado / Captura;Colmillo de Diablos;1;13.0
Diablos Negra;HR;Cotado / Captura;Colamen de Diablos;1;12.0
Diablos Negra;HR;Cotado / Captura;Gema de wyvern;1;4.0
Diablos Negra;HR;Cuernos rotos;Colmillo negro en espiral+;1;65.0
Diablos Negra;HR;Cuernos rotos;Cuerno retorcido;2;35.0
Diablos Negra;HR;Romper: Espalda;Cresta de Diablos Negra+;1;70.0
Diablos Negra;HR;Romper: Espalda;Médula de Blos;1;30.0
Diablos Negra;HR;Destello brillante;Coraza de Diablos Negra;1;50.0
Diablos Negra;HR;Destello brillante;Cresta de Diablos Negra+;1;28.0
Diablos Negra;HR;Destello brillante;Lágrima de wyvern G;1;22.0
Diablos Negra;HR;Cortado: cola;Colamen de Diablos;1;40.0
Diablos Negra;HR;Cortado: cola;Coraza de Diablos Negra;1;34.0
Diablos Negra;HR;Cortado: cola;Médula de Blos;1;22.0
Diablos Negra;HR;Cortado: cola;Gema de wyvern;1;4.0
Diablos Negra;HR;Camarada;Coraza de Diablos Negra;1;50.0
Diablos Negra;HR;Camarada;Cresta de Diablos Negra+;1;28.0
Diablos Negra;HR;Camarada;Lágrima de wyvern G;1;22.0
Diablos Negra;HR;Cortabolsas;Coraza de Diablos Negra;1;42.0
Diablos Negra;HR;Cortabolsas;Cresta de Diablos Negra+;1;31.0
Diablos Negra;HR;Cortabolsas;Colmillo de Diablos;1;25.0
Diablos Negra;HR;Cortabolsas;Gema de wyvern;1;2.0
Diablos Negra;HR;Manto de bandido ;Escama lustrosa;1;100.0
Diablos Negra;HR;Investigación (Bronce);Cresta de Diablos Negra+;1;26.0
Diablos Negra;HR;Investigación (Bronce);Coraza de Diablos Negra;1;21.0
Diablos Negra;HR;Investigación (Bronce);Extracto de poder;2;16.0
Diablos Negra;HR;Investigación (Bronce);Colmillo de Diablos;2;14.0
Diablos Negra;HR;Investigación (Bronce);Hueso escudo;1;13.0
Diablos Negra;HR;Investigación (Bronce);Médula de Blos;1;9.0
Diablos Negra;HR;Investigación (Bronce);Gema de wyvern;1;1.0
Diablos Negra;HR;Investigación (Plata);Cresta de Diablos Negra+;2;20.0
Diablos Negra;HR;Investigación (Plata);Médula de Blos;1;20.0
Diablos Negra;HR;Investigación (Plata);Coraza de Diablos Negra;2;14.0
Diablos Negra;HR;Investigación (Plata);Colmillo negro en espiral+;1;14.0
Diablos Negra;HR;Investigación (Plata);Extracto de poder;2;14.0
Diablos Negra;HR;Investigación (Plata);Colmillo de Diablos;2;10.0
Diablos Negra;HR;Investigación (Plata);Gema de wyvern;1;8.0
Diablos Negra;HR;Investigación (Oro);Médula de Blos;1;24.0
Diablos Negra;HR;Investigación (Oro);Colmillo negro en espiral+;1;18.0
Diablos Negra;HR;Investigación (Oro);Gema de wyvern;1;16.0
Diablos Negra;HR;Investigación (Oro);Cresta de Diablos Negra+;3;12.0
Diablos Negra;HR;Investigación (Oro);Extracto de poder;3;12.0
Diablos Negra;HR;Investigación (Oro);Coraza de Diablos Negra;3;10.0
Diablos Negra;HR;Investigación (Oro);Colmillo de Diablos;3;8.0
Diablos Negra;HR;Investigación (Morado);Joya gastada;1;35.0
Diablos Negra;HR;Investigación (Morado);Joya brillante;1;34.0
Diablos Negra;HR;Investigación (Morado);Joya deforme;1;26.0
Diablos Negra;HR;Investigación (Morado);Draconita sucia;1;3.0
Diablos Negra;HR;Investigación (Morado);Draconita brillante;1;2.0
Diablos Negra;MR;Quitar;Córtex de Diablos Negra;1;100.0
Diablos Negra;MR;Cotado / Captura;Córtex de Diablos Negra;1;34.0
Diablos Negra;MR;Cotado / Captura;Espinazo de Diablos Negra;1;26.0
Diablos Negra;MR;Cotado / Captura;Colamen de Diablos+;1;15.0
Diablos Negra;MR;Cotado / Captura;Médula de Blos;1;12.0
Diablos Negra;MR;Cotado / Captura;Gema de wyvern;1;8.0
Diablos Negra;MR;Cotado / Captura;Gran gema de wyvern;1;5.0
Diablos Negra;MR;Cuernos rotos;Pitón enroscado;1;83.0
Diablos Negra;MR;Cuernos rotos;Asta de Diablos;1;17.0
Diablos Negra;MR;Romper: Espalda;Espinazo de Diablos Negra;1;70.0
Diablos Negra;MR;Romper: Espalda;Médula de Blos;2;30.0
Diablos Negra;MR;Destello brillante;Córtex de Diablos Negra;1;50.0
Diablos Negra;MR;Destello brillante;Espinazo de Diablos Negra;1;28.0
Diablos Negra;MR;Destello brillante;Lágrima de wyvern G;1;22.0
Diablos Negra;MR;Cortado: cola;Colamen de Diablos+;1;60.0
Diablos Negra;MR;Cortado: cola;Córtex de Diablos Negra;1;35.0
Diablos Negra;MR;Cortado: cola;Gran gema de wyvern;1;5.0
Diablos Negra;MR;Camarada;Córtex de Diablos Negra;1;50.0
Diablos Negra;MR;Camarada;Espinazo de Diablos Negra;1;28.0
Diablos Negra;MR;Camarada;Lágrima de wyvern G;1;22.0
Diablos Negra;MR;Cortabolsas;Córtex de Diablos Negra;1;42.0
Diablos Negra;MR;Cortabolsas;Espinazo de Diablos Negra;1;31.0
Diablos Negra;MR;Cortabolsas;Colamen de Diablos+;1;25.0
Diablos Negra;MR;Cortabolsas;Gran gema de wyvern;1;2.0
Diablos Negra;MR;Manto de bandido ;Escama reluciente;1;70.0
Diablos Negra;MR;Manto de bandido ;Escama gigante;1;30.0
Diablos Negra;MR;Investigación (Bronce);Espinazo de Diablos Negra;1;33.0
Diablos Negra;MR;Investigación (Bronce);Córtex de Diablos Negra;1;25.0
Diablos Negra;MR;Investigación (Bronce);Extracto de poder;3;15.0
Diablos Negra;MR;Investigación (Bronce);Pitón enroscado;1;13.0
Diablos Negra;MR;Investigación (Bronce);Médula de Blos;2;9.0
Diablos Negra;MR;Investigación (Bronce);Gran gema de wyvern;1;3.0
Diablos Negra;MR;Investigación (Bronce);Asta de Diablos;1;2.0
Diablos Negra;MR;Investigación (Plata);Espinazo de Diablos Negra;2;25.0
Diablos Negra;MR;Investigación (Plata);Córtex de Diablos Negra;2;21.0
Diablos Negra;MR;Investigación (Plata);Colamen de Diablos+;1;18.0
Diablos Negra;MR;Investigación (Plata);Pitón enroscado;1;16.0
Diablos Negra;MR;Investigación (Plata);Gran gema de wyvern;1;12.0
Diablos Negra;MR;Investigación (Plata);Asta de Diablos;1;8.0
Diablos Negra;MR;Investigación (Oro);Pitón enroscado;1;18.0
Diablos Negra;MR;Investigación (Oro);Asta de Diablos;1;18.0
Diablos Negra;MR;Investigación (Oro);Gran gema de wyvern;1;18.0
Diablos Negra;MR;Investigación (Oro);Colamen de Diablos+;1;17.0
Diablos Negra;MR;Investigación (Oro);Espinazo de Diablos Negra;3;16.0
Diablos Negra;MR;Investigación (Oro);Córtex de Diablos Negra;3;13.0
Diablos Negra;MR;Investigación (Morado);Joya tallada;1;60.0
Diablos Negra;MR;Investigación (Morado);Joya ancestral;1;30.0
Diablos Negra;MR;Investigación (Morado);Joya sellada;1;10.0
Diablos Negra;MR;Tierras del destino (Bajo);Hueso sólido de dracovena;1;63.0
Diablos Negra;MR;Tierras del destino (Bajo);Tiranocorno nudo negro;1;37.0
Diablos Negra;MR;Tierras del destino (Medio);Tiranocorno nudo negro;1;63.0
Diablos Negra;MR;Tierras del destino (Medio);Hueso sólido de dracovena;1;37.0
